OBJECTID,GEOID,PopWhite,PopBlack,FID_,GEOID,NAME,GEOID_Data
22336,14000US17031834500,37,1514,,17031834500,8345,14000US17031834500
22337,14000US17031834600,16,3082,,17031834600,8346,14000US17031834600
22338,14000US17031834700,4,1951,,17031834700,8347,14000US17031834700
22339,14000US17031834800,7,1950,,17031834800,8348,14000US17031834800
22340,14000US17031834900,28,2470,,17031834900,8349,14000US17031834900
22341,14000US17031835000,594,3842,,17031835000,8350,14000US17031835000
22342,14000US17031835100,2716,1047,,17031835100,8351,14000US17031835100
22343,14000US17031835200,1111,29,,17031835200,8352,14000US17031835200
22344,14000US17031835500,41,1649,,17031835500,8355,14000US17031835500
22345,14000US17031835600,44,1029,,17031835600,8356,14000US17031835600
22346,14000US17031835700,0,0,,17031835700,8357,14000US17031835700
22347,14000US17031835800,20,1340,,17031835800,8358,14000US17031835800
22348,14000US17031835900,54,3356,,17031835900,8359,14000US17031835900
22349,14000US17031836000,27,2571,,17031836000,8360,14000US17031836000
22350,14000US17031836100,9,1612,,17031836100,8361,14000US17031836100
22351,14000US17031836200,1048,98,,17031836200,8362,14000US17031836200
22352,14000US17031836300,366,819,,17031836300,8363,14000US17031836300
22353,14000US17031836400,136,3063,,17031836400,8364,14000US17031836400
22354,14000US17031836500,115,1497,,17031836500,8365,14000US17031836500
22355,14000US17031836600,1044,1100,,17031836600,8366,14000US17031836600
22356,14000US17031836700,221,2136,,17031836700,8367,14000US17031836700
22357,14000US17031836800,70,3176,,17031836800,8368,14000US17031836800
22358,14000US17031836900,57,1480,,17031836900,8369,14000US17031836900
22359,14000US17031837000,98,2299,,17031837000,8370,14000US17031837000
22360,14000US17031837100,191,1740,,17031837100,8371,14000US17031837100
22361,14000US17031837300,88,1973,,17031837300,8373,14000US17031837300
22362,14000US17031837400,170,1825,,17031837400,8374,14000US17031837400
22363,14000US17031837800,328,2417,,17031837800,8378,14000US17031837800
22364,14000US17031838000,555,1897,,17031838000,8380,14000US17031838000
22365,14000US17031838100,478,934,,17031838100,8381,14000US17031838100
22366,14000US17031838200,580,362,,17031838200,8382,14000US17031838200
22367,14000US17031838300,747,521,,17031838300,8383,14000US17031838300
22368,14000US17031838600,87,1793,,17031838600,8386,14000US17031838600
22369,14000US17031838700,69,4066,,17031838700,8387,14000US17031838700
22370,14000US17031838800,1113,1708,,17031838800,8388,14000US17031838800
22371,14000US17031839000,4869,1118,,17031839000,8390,14000US17031839000
22372,14000US17031839100,2676,518,,17031839100,8391,14000US17031839100
22373,14000US17031839200,253,1765,,17031839200,8392,14000US17031839200
22374,14000US17031839500,335,1232,,17031839500,8395,14000US17031839500
22375,14000US17031839600,148,1611,,17031839600,8396,14000US17031839600
22376,14000US17031839700,2385,98,,17031839700,8397,14000US17031839700
22377,14000US17031839800,1856,23,,17031839800,8398,14000US17031839800
22378,14000US17031839900,2749,42,,17031839900,8399,14000US17031839900
22379,14000US17031840000,1524,0,,17031840000,8400,14000US17031840000
22380,14000US17031840100,954,0,,17031840100,8401,14000US17031840100
22381,14000US17031840200,794,14,,17031840200,8402,14000US17031840200
22382,14000US17031840300,2162,90,,17031840300,8403,14000US17031840300
22383,14000US17031840400,1279,153,,17031840400,8404,14000US17031840400
22384,14000US17031840700,3222,99,,17031840700,8407,14000US17031840700
22385,14000US17031840800,2630,14,,17031840800,8408,14000US17031840800
22386,14000US17031841000,121,407,,17031841000,8410,14000US17031841000
22387,14000US17031841100,450,295,,17031841100,8411,14000US17031841100
22388,14000US17031841200,3148,229,,17031841200,8412,14000US17031841200
22389,14000US17031841300,1789,79,,17031841300,8413,14000US17031841300
22390,14000US17031841400,43,1420,,17031841400,8414,14000US17031841400
22391,14000US17031841500,12,2381,,17031841500,8415,14000US17031841500
22392,14000US17031841600,13,903,,17031841600,8416,14000US17031841600
22393,14000US17031841700,423,831,,17031841700,8417,14000US17031841700
22394,14000US17031841800,8,2314,,17031841800,8418,14000US17031841800
22395,14000US17031841900,2678,933,,17031841900,8419,14000US17031841900
22396,14000US17031842000,1347,1409,,17031842000,8420,14000US17031842000
22397,14000US17031842100,1141,3990,,17031842100,8421,14000US17031842100
22398,14000US17031842200,1324,956,,17031842200,8422,14000US17031842200
22399,14000US17031842300,2236,728,,17031842300,8423,14000US17031842300
22400,14000US17031842400,22,3647,,17031842400,8424,14000US17031842400
22401,14000US17031842500,2,2449,,17031842500,8425,14000US17031842500
22402,14000US17031842600,3517,9,,17031842600,8426,14000US17031842600
22403,14000US17031842800,4518,19,,17031842800,8428,14000US17031842800
22404,14000US17031842900,198,1874,,17031842900,8429,14000US17031842900
22405,14000US17031843000,7,2834,,17031843000,8430,14000US17031843000
22406,14000US17031843100,95,2234,,17031843100,8431,14000US17031843100
22407,14000US17031843200,1220,65,,17031843200,8432,14000US17031843200
22408,14000US17031843300,456,781,,17031843300,8433,14000US17031843300
22409,14000US17031843400,22,1584,,17031843400,8434,14000US17031843400
22410,14000US17031843500,2638,5948,,17031843500,8435,14000US17031843500
22411,14000US17031843600,89,2426,,17031843600,8436,14000US17031843600
22412,14000US17031843700,1968,21,,17031843700,8437,14000US17031843700
22413,14000US17031843800,538,1235,,17031843800,8438,14000US17031843800
22414,14000US17031843900,95,3388,,17031843900,8439,14000US17031843900
22415,14000US17031980000,0,0,,17031980000,9800,14000US17031980000
22416,14000US17031980100,0,0,,17031980100,9801,14000US17031980100
